timestamp,instrument_key,side,qty,price,tag,pnl
2025-12-21 23:50:15,NSE_FO|57003,SELL,75,95.0,WEEKLY_ENTRY,
2025-12-21 23:50:15,NSE_FO|58808,BUY,75,287.0,MONTHLY_ENTRY,
